,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference
435,2004-06-19 18:27:08,1087640828.0,sbux,0.002,43.7,48.8419618529,1133.560059,-18.2825448183,67.1245066711
436,2007-10-17 18:33:13,1192617193.0,sbux,0.374,26.2899,-10.4567438692,1541.23999,11.1067815129,-21.5635253821
437,2007-01-15 17:15:41,1168852541.0,sbux,0.317,35.9,22.2752043597,1430.72998,3.14020160603,19.1350027536
438,2007-02-26 06:29:28,1172442568.0,sbux,0.151,32.75,11.5463215259,1449.369995,4.4839456611,7.06237586479
439,2008-12-20 00:45:18,1229705118.0,sbux,0.507,9.88,-66.348773842,904.419983,-34.8010730976,-31.5477007444
440,2007-04-30 09:08:45,1177895325.0,sbux,0.151,31.5,7.28882833787,1482.369995,6.86288976696,0.425938570915
441,2007-06-02 09:45:10,1180748710.0,sbux,0.384,29.13,-0.783378746594,1530.22998,10.3130785313,-11.0964572779
442,2003-11-20 22:54:29,1069340069.0,sbux,0.002,30.46,3.74659400545,1033.650024,-25.4849808449,29.2315748504
443,2006-12-01 14:56:52,1164956212.0,sbux,0.081,35.36,20.4359673025,1396.709961,0.687725130835,19.7482421716
444,2008-01-25 16:39:38,1201250378.0,sbux,0.553,19.78,-32.6294277929,1330.609985,-4.07737027228,-28.5520575206
445,2007-05-20 17:58:13,1179655093.0,sbux,0.384,28.95,-1.39645776567,1512.75,9.0529604891,-10.4494182548
446,2007-03-06 01:20:21,1173115221.0,sbux,0.151,29.41,0.17029972752,1395.410034,0.59401441342,-0.423714685899
447,2008-04-05 19:06:59,1207393619.0,v,0.007,64.48,0.0,1367.530029,0.0,0.0
448,2005-05-26 08:47:49,1117068469.0,v,0.462,31.17,-51.6594292804,1197.619995,-12.4245925425,-39.2348367379
449,2004-04-27 16:22:29,1083054149.0,v,1.185,26.1,-59.5223325062,1138.109985,-16.7762344618,-42.7460980444
450,2004-06-21 19:16:21,1087816581.0,v,1.185,26.54,-58.8399503722,1130.300049,-17.3473324146,-41.4926179576
451,2004-08-03 21:07:29,1091538449.0,v,1.185,24.52,-61.9727047146,1099.689941,-19.585682385,-42.3870223296
